YYYYMMDD,Precipitation duration (hour),Daily precipitation (mm),Maximum hourly precipitation (mm)
19781016,2.9,6.7,4.2
19781017,1.4,5.0,3.8
19781018,0.2,0.1,0.1
19781020,1.8,1.2,0.8
19781022,7.9,3.5,0.7
19781025,5.8,5.1,1.2
19781026,0.8,0.4,0.3
19781027,1.0,0.6,0.3
19781102,3.5,3.0,1.6
19781103,2.8,2.1,0.8
19781113,0.8,0.8,0.5
19781116,0.1,0.2,0.2
19781117,2.8,0.6,0.2
19781118,0.8,0.5,0.3
19781119,2.1,1.6,1.2
19781120,1.1,0.9,0.5
19781121,4.3,2.2,0.8
19781123,0.5,0.8,0.5
19781124,1.8,1.2,0.7
19781125,3.6,3.3,0.9
19781126,6.9,7.0,0.8
19781127,3.8,5.4,1.9
19781128,1.6,1.3,0.7
19781130,0.7,0.6,0.3
19781204,4.1,3.4,1.0
19781208,3.1,4.0,2.1
19781210,0.1,0.1,0.1
19781211,0.8,0.8,0.7
19781212,3.4,3.0,1.2
19781213,4.3,6.1,1.4
19781214,10.8,25.4,5.8
19781215,3.8,6.8,1.6
19781216,2.8,3.1,1.1
19781224,8.4,9.8,1.8
19781225,2.4,5.5,2.1
19781226,4.4,6.6,2.2
19781227,5.9,7.0,2.0
19781228,6.0,11.0,2.3
19781229,5.2,12.4,6.0
19781230,1.3,1.3,0.9
19781231,4.7,1.2,0.3
19790102,4.6,3.4,1.0
19790107,9.0,4.3,1.2
19790108,10.5,5.6,1.3
19790109,3.3,3.8,1.2
19790110,6.1,4.1,1.1
19790111,3.5,2.7,0.7
19790112,1.4,1.4,0.3
19790113,0.8,0.8,0.2
19790120,7.4,8.8,1.6
19790123,12.8,7.6,0.7
19790124,3.2,0.8,0.3
19790126,6.8,9.5,1.5
19790129,2.6,2.5,1.2
19790130,2.0,2.0,1.2
19790201,6.0,5.3,1.6
19790202,7.6,14.0,3.9
19790207,7.7,4.0,0.8
19790211,1.3,0.4,0.2
19790212,4.1,5.4,1.7
19790213,14.2,16.7,2.0
19790214,6.8,3.5,1.5
19790215,1.0,0.3,0.3
19790217,0.7,0.5,0.3
19790218,3.0,0.4,0.2
19790222,5.6,2.8,0.7
19790223,2.7,3.4,1.4
19790224,0.9,0.4,0.1
19790301,0.5,1.1,0.8
19790302,5.2,4.1,1.1
19790303,4.7,4.5,1.6
19790304,9.0,8.5,1.5
19790307,1.6,4.0,2.2
19790309,8.3,13.6,5.2
19790310,0.2,0.3,0.1
19790311,8.9,9.5,1.8
19790313,8.2,5.5,1.2
19790314,11.0,3.9,0.6
19790315,7.6,8.3,2.4
19790316,7.3,2.5,0.6
19790317,0.4,0.1,0.1
19790320,0.6,1.8,1.6
19790321,1.6,1.0,0.4
19790322,3.0,6.3,4.4
19790325,7.1,6.0,1.6
19790326,1.4,1.7,0.5
19790327,4.1,6.4,2.2
19790328,6.3,6.4,2.3
19790330,3.7,2.0,0.7
19790401,1.7,1.4,0.8
19790402,1.1,1.4,1.0
19790403,8.8,12.1,2.6
19790406,4.8,2.8,0.8
19790411,0.3,0.8,0.6
19790412,2.5,3.8,1.8
19790416,4.1,3.0,0.9
19790417,3.0,0.6,0.3
19790420,8.3,7.2,2.0
19790421,2.9,3.3,1.1
19790422,1.6,3.3,2.9
19790423,4.5,7.4,2.0
19790424,2.7,2.7,1.7
19790425,2.4,7.7,4.5
19790426,1.1,2.1,1.8
19790427,0.2,0.3,0.3
19790428,8.5,5.8,1.3
19790429,8.3,5.7,1.6
19790430,6.1,8.4,3.2
19790501,8.6,15.0,3.1
19790502,8.8,20.4,3.3
19790503,1.7,4.4,1.5
19790504,1.6,1.6,0.7
19790505,0.9,0.5,0.4
19790506,0.3,0.1,0.1
19790511,12.8,9.7,2.0
19790517,1.3,3.3,1.6
19790520,0.2,0.2,0.2
19790521,0.8,2.6,2.5
19790522,2.8,5.9,3.0
19790523,3.9,4.5,1.7
19790524,0.8,2.5,2.5
19790525,1.1,1.8,1.0
19790526,2.8,5.2,3.1
19790527,0.2,0.7,0.6
19790529,1.9,5.0,2.9
19790530,3.1,35.4,27.0
19790531,5.8,14.3,7.5
19790601,1.4,2.1,1.6
19790603,0.5,17.4,12.3
19790607,3.6,10.0,5.1
19790608,0.9,1.7,0.7
19790610,0.6,0.5,0.5
19790611,5.7,5.5,1.7
19790612,0.1,0.1,0.1
19790613,8.9,10.5,3.3
19790614,10.2,17.7,3.2
19790615,1.4,2.4,0.9
19790621,0.4,0.6,0.6
19790622,0.4,0.3,0.3
19790624,3.5,5.2,1.7
19790625,2.7,3.4,1.1
19790626,0.6,0.4,0.3
19790629,1.6,1.5,0.9
19790630,0.5,0.6,0.2
19790707,2.6,3.0,1.6
19790709,3.7,4.0,1.6
19790713,0.3,0.3,0.3
19790716,5.0,1.4,0.5
19790717,2.3,0.5,0.2
19790718,8.4,7.4,2.4
19790719,0.1,0.1,0.1
19790721,2.2,9.2,6.1
19790722,0.1,0.1,0.1
19790723,0.4,0.6,0.5
19790724,0.1,0.1,0.1
19790729,2.4,6.0,2.9
19790730,0.3,0.5,0.3
19790731,1.0,0.5,0.4
19790801,2.7,5.6,3.4
19790803,0.2,1.0,1.0
19790808,2.0,7.5,2.9
19790809,6.1,11.6,2.8
19790811,0.2,0.6,0.6
19790812,0.9,0.6,0.5
19790817,1.1,5.0,2.4
19790821,2.9,2.2,1.1
19790822,0.1,0.1,0.1
19790823,1.1,3.9,3.6
19790824,1.2,4.7,3.2
19790825,1.5,3.7,1.1
19790826,2.9,8.3,6.1
19790827,1.6,2.1,1.2
19790902,0.3,0.6,0.6
19790903,4.1,11.6,4.5
19790914,0.5,1.8,1.6
19790915,0.1,0.4,0.4
19790918,3.6,3.4,1.0
19790919,6.0,5.5,1.7
19790920,0.3,0.3,0.1
19790924,1.1,3.1,2.7
19790926,0.1,0.2,0.2
19790927,1.4,1.5,1.4
19791003,0.2,1.1,1.1
19791004,0.7,0.6,0.3
19791005,3.0,0.6,0.4
19791009,0.7,0.2,0.1
19791011,3.7,3.3,1.0
19791012,8.3,12.8,3.1
19791013,3.6,1.2,0.3
19791014,3.3,3.0,0.9
19791015,11.1,9.8,2.0
19791016,2.7,3.0,1.7
19791018,2.3,2.7,1.5
19791029,4.4,1.2,0.4
19791031,4.3,9.0,2.6
19791101,0.6,5.7,5.4
19791102,0.3,0.4,0.4
19791103,0.5,0.4,0.4
19791104,8.4,11.1,2.2
19791105,4.5,14.9,5.5
19791106,2.3,6.6,2.4
19791107,4.0,7.6,2.0
19791108,2.5,2.5,0.6
19791109,1.5,4.3,1.8
19791110,2.3,5.3,1.4
19791111,0.1,0.7,0.6
19791112,2.3,4.2,1.8
19791114,1.2,1.0,0.4
19791118,3.6,3.9,1.8
19791119,0.5,0.5,0.4
19791124,0.5,0.7,0.7
19791126,1.0,1.1,0.9
19791127,1.0,0.2,0.2
19791130,3.4,2.7,1.8
19791201,1.5,1.3,0.8
19791205,2.6,3.3,1.7
19791207,4.5,7.1,2.8
19791208,4.5,6.6,1.7
19791209,7.5,10.2,2.3
19791210,1.9,1.8,1.2
19791211,4.7,11.3,4.0
19791213,7.2,8.6,2.0
19791214,8.5,12.6,2.4
19791215,7.6,11.8,1.4
19791216,1.4,1.2,0.5
19791217,2.9,1.3,0.7
19791218,4.8,2.0,0.7
19791220,1.4,2.7,1.5
19791222,1.0,0.1,0.1
19791223,16.0,2.6,0.5
19791224,0.4,0.2,0.2
19791225,3.2,0.9,0.5
19791227,1.1,1.1,0.8
19791228,12.0,14.4,2.6
19791229,5.4,8.1,2.9
19791230,6.3,16.4,2.6
19791231,0.6,1.3,0.5
19800101,2.2,5.8,1.3
19800102,0.2,0.6,0.6
19800103,5.9,1.3,0.4
19800104,9.6,9.1,2.0
19800105,6.7,4.2,1.0
19800106,7.7,6.2,1.2
19800107,0.3,0.3,0.3
19800108,0.6,0.8,0.6
19800120,1.6,0.3,0.1
19800121,3.1,5.6,2.4
19800122,2.6,0.9,0.2
19800123,2.4,1.0,0.3
19800124,0.2,0.3,0.3
19800125,0.5,2.0,1.2
19800126,0.3,0.7,0.7
19800127,0.1,0.5,0.5
19800128,3.1,3.4,1.9
19800129,0.2,0.1,0.1
19800130,0.5,0.6,0.3
19800131,8.5,23.9,5.4
19800201,0.5,0.5,0.4
19800202,8.1,10.9,1.9
19800203,6.2,9.4,2.7
19800204,4.2,5.3,2.6
19800205,9.8,15.7,2.4
19800206,6.7,4.7,1.3
19800207,1.6,1.2,0.6
19800208,0.6,0.5,0.2
19800210,0.4,0.4,0.4
19800211,0.3,0.4,0.3
19800215,6.4,3.3,0.9
19800223,4.4,1.8,0.4
19800302,0.1,0.1,0.1
19800303,0.3,0.7,0.4
19800304,0.2,0.4,0.2
19800306,8.3,7.3,1.5
19800307,5.8,9.1,3.4
19800308,2.5,2.6,1.1
19800310,6.0,2.8,0.9
19800311,1.4,0.4,0.3
19800312,12.4,16.0,2.7
19800313,5.8,12.2,3.5
19800314,0.3,0.5,0.2
19800321,0.1,0.1,0.1
19800322,0.5,0.5,0.1
19800325,0.8,1.3,0.9
19800327,4.8,7.7,1.6
19800328,1.6,2.1,1.0
19800329,7.9,7.0,1.3
19800331,3.0,2.8,1.1
19800401,11.4,26.3,8.8
19800402,3.2,5.0,3.5
19800403,0.7,1.1,0.6
19800407,0.1,0.1,0.1
19800408,1.1,1.8,0.7
19800409,0.5,0.4,0.2
19800410,0.1,0.1,0.1
19800418,9.1,1.5,0.3
19800419,1.5,2.4,0.7
19800420,3.1,5.9,1.7
19800421,1.2,1.2,0.6
19800424,0.3,0.1,0.1
19800425,2.5,1.5,0.8
19800426,6.3,3.7,1.3
19800427,0.5,0.8,0.5
19800429,2.0,1.7,0.6
19800506,0.4,0.6,0.5
19800524,0.2,0.3,0.3
19800525,0.2,0.3,0.3
19800528,1.1,1.5,0.9
19800529,5.0,1.7,0.6
19800531,6.2,8.4,5.5
19800601,2.0,1.2,0.3
19800603,3.5,1.6,0.9
19800607,0.8,1.0,0.9
19800610,0.5,0.3,0.3
19800611,0.9,1.0,0.6
19800614,0.4,0.8,0.7
19800615,0.5,4.7,2.4
19800616,1.1,2.8,1.1
19800617,2.7,8.2,2.4
19800618,0.3,0.4,0.3
19800619,1.1,3.2,1.8
19800620,3.0,13.6,5.1
19800621,0.9,2.9,1.2
19800622,2.6,21.3,9.7
19800623,1.6,3.8,2.2
19800624,2.6,4.1,2.2
19800625,1.4,3.1,1.5
19800626,0.7,7.0,7.0
19800627,0.7,1.1,0.6
19800628,7.0,5.8,1.0
19800629,2.1,3.3,0.8
19800630,2.4,1.2,0.7
19800701,9.2,14.5,2.9
19800702,1.3,5.0,4.7
19800704,1.5,0.7,0.6
19800705,1.9,0.6,0.3
19800706,2.4,10.6,5.3
19800707,4.7,21.0,10.0
19800708,2.5,3.8,1.3
19800709,4.1,14.6,4.2
19800710,2.5,10.6,5.1
19800711,0.3,0.2,0.1
19800712,3.3,6.2,2.3
19800713,4.6,13.6,3.2
19800714,8.0,17.8,5.2
19800716,0.7,0.8,0.6
19800717,0.1,0.1,0.1
19800718,2.8,3.7,0.9
19800719,9.8,10.0,2.7
19800720,7.0,8.5,2.1
19800721,2.1,2.8,1.3
19800726,0.3,0.2,0.2
19800730,1.5,1.4,0.7
19800801,0.4,0.2,0.2
19800804,1.8,1.0,0.7
19800805,2.3,1.3,0.6
19800808,0.3,0.2,0.2
19800811,4.9,5.6,1.7
19800812,3.1,9.6,3.9
19800813,0.2,0.1,0.1
19800814,2.1,5.5,4.7
19800815,1.2,12.7,11.0
19800821,0.8,3.5,3.1
19800822,3.4,3.2,1.9
19800823,1.4,1.6,0.7
19800824,2.6,1.8,0.9
19800829,5.1,3.3,1.0
19800830,8.6,11.9,4.2
19800831,7.1,2.6,0.6
19800905,2.5,4.1,1.6
19800906,0.3,0.2,0.2
19800908,2.1,2.0,1.5
19800909,0.5,0.4,0.2
19800910,2.5,2.7,0.8
19800911,2.3,9.5,6.5
19800912,1.8,1.3,1.0
19800913,3.6,5.6,2.2
19800914,5.8,10.7,3.9
19800917,2.0,1.6,0.6
19800922,0.2,0.4,0.4
19800924,0.7,1.1,0.8
19800927,0.2,0.2,0.2
19800929,0.5,0.4,0.4
19800930,0.6,0.4,0.2
19801001,2.1,1.9,0.9
19801004,0.5,0.6,0.6
19801005,0.1,0.1,0.1
19801006,4.5,7.4,1.7
19801007,7.2,19.6,5.5
19801008,4.9,5.4,1.2
19801009,1.0,2.5,0.9
19801016,3.2,1.9,1.0
19801017,3.9,1.2,0.2
19801018,1.8,2.7,1.1
19801019,6.4,9.8,2.5
19801020,0.3,0.2,0.2
19801022,1.3,0.8,0.6
19801023,2.3,3.5,0.9
19801024,1.3,2.2,1.9
19801025,2.5,5.2,2.7
19801026,3.9,2.6,0.9
19801027,2.5,1.6,0.8
19801028,4.7,10.8,3.4
19801029,1.3,4.5,2.7
19801030,0.4,0.4,0.2
19801104,1.0,0.1,0.1
19801106,5.5,1.0,0.2
19801107,15.1,8.8,1.2
19801111,4.4,7.2,3.3
19801112,1.9,3.2,1.0
19801113,0.5,1.2,0.6
19801114,8.8,6.5,1.8
19801115,17.9,15.5,4.6
19801116,1.6,1.3,0.8
19801117,4.8,2.1,0.7
19801118,0.2,1.2,1.2
19801119,5.4,3.6,0.9
19801122,4.8,7.3,2.1
19801123,0.2,0.2,0.1
19801124,0.6,0.4,0.3
19801125,0.2,0.2,0.1
19801126,0.3,0.9,0.4
19801127,2.5,5.3,1.7
19801128,8.9,16.1,3.5
19801129,0.9,0.6,0.3
19801202,2.2,3.8,1.3
19801203,0.3,0.6,0.4
19801204,6.0,5.7,1.0
19801205,5.8,9.1,1.5
19801206,1.8,2.6,0.8
19801207,2.1,5.7,3.3
19801211,4.8,3.3,1.3
19801213,2.2,2.0,0.9
19801214,5.9,3.6,0.9
19801215,1.4,6.0,4.9
19801216,1.3,2.6,1.3
19801217,8.4,13.5,3.2
19801218,5.5,9.0,2.0
19801219,0.7,0.6,0.6
19801220,5.6,7.5,2.7
19801221,2.5,4.4,2.9
19801222,0.3,0.3,0.1
19801223,1.5,2.5,1.3
19801225,2.3,2.3,1.1
19801226,0.7,1.1,0.4
19801227,0.8,1.2,1.1
19801228,1.7,0.6,0.4
19801229,1.0,0.1,0.1
19810101,2.6,5.7,3.0
19810102,15.5,20.1,3.0
19810103,2.9,7.5,4.1
19810104,2.7,3.7,1.4
19810105,1.2,0.6,0.3
19810106,4.2,4.9,1.3
19810108,0.9,0.7,0.3
19810109,13.3,11.0,2.0
19810110,3.0,1.5,0.8
19810112,7.0,10.0,2.3
19810113,1.1,1.3,0.7
19810114,14.1,20.1,3.2
19810115,4.9,7.8,1.6
19810116,6.1,5.1,2.7
19810117,3.2,1.1,0.3
19810119,4.8,5.4,1.6
19810120,0.9,1.2,0.7
19810121,0.1,0.1,0.1
19810122,4.4,0.8,0.4
19810123,1.0,0.1,0.1
19810124,1.3,1.8,1.0
19810126,2.6,2.5,1.1
19810127,2.0,1.1,0.3
19810203,8.1,15.9,4.1
19810204,3.3,1.7,0.5
19810205,3.1,1.6,0.5
19810206,1.9,1.6,0.6
19810208,0.7,0.6,0.6
19810210,10.2,5.6,1.0
19810211,1.1,0.6,0.5
19810212,1.0,0.1,0.1
19810220,5.0,1.2,0.2
19810224,3.1,0.8,0.3
19810228,7.7,8.6,1.9
19810301,1.0,0.1,0.1
19810302,2.1,0.5,0.3
19810303,2.5,1.6,0.7
19810305,1.1,0.9,0.8
19810306,0.9,0.8,0.7
19810307,6.9,4.9,1.6
19810308,5.5,5.3,1.6
19810309,21.3,26.1,4.4
19810310,13.6,15.1,2.6
19810311,12.7,26.3,4.8
19810312,5.1,7.9,2.0
19810313,2.5,8.9,2.6
19810314,11.5,8.7,1.9
19810315,6.4,3.3,0.7
19810316,4.0,3.4,1.9
19810317,0.4,0.3,0.1
19810318,3.2,0.8,0.2
19810321,0.2,0.2,0.1
19810322,2.0,1.9,0.5
19810323,3.9,6.0,2.1
19810324,5.5,2.5,0.5
19810325,5.7,5.9,2.9
19810326,1.6,1.5,0.7
19810329,3.1,0.7,0.2
19810330,1.4,0.7,0.4
19810402,0.1,0.1,0.1
19810404,0.1,0.1,0.1
19810412,0.3,0.3,0.3
19810419,1.7,2.3,0.5
19810422,0.5,0.3,0.1
19810423,0.1,0.2,0.1
19810425,0.1,0.1,0.1
19810426,0.5,0.3,0.2
19810428,11.8,4.3,1.5
19810429,2.6,0.6,0.3
19810430,16.4,7.5,1.3
19810501,0.1,0.1,0.1
19810503,1.7,2.3,1.6
19810504,6.2,8.5,1.8
19810505,3.4,9.1,3.2
19810506,2.0,0.7,0.4
19810508,2.0,5.4,3.5
19810509,0.7,4.2,4.2
19810512,0.2,1.9,1.9
19810513,0.3,0.4,0.3
19810514,1.4,0.6,0.4
19810516,1.0,2.5,1.6
19810517,2.0,5.1,3.1
19810519,0.2,0.3,0.3
19810521,3.0,9.8,4.2
19810522,4.5,17.7,6.3
19810523,5.2,4.6,1.4
19810524,3.0,7.7,2.3
19810525,1.5,4.3,2.6
19810526,0.3,0.4,0.3
19810527,1.7,1.1,0.4
19810528,3.1,2.5,1.5
19810531,3.2,6.4,3.7
19810602,0.1,0.2,0.2
19810603,0.3,0.4,0.2
19810605,6.0,6.7,2.3
19810606,0.2,0.3,0.3
19810607,0.1,0.2,0.2
19810608,1.6,3.2,1.8
19810611,5.9,6.6,1.7
19810615,0.1,0.1,0.1
19810616,0.3,1.0,1.0
19810617,3.4,4.8,1.9
19810620,0.8,0.2,0.1
19810621,0.2,0.1,0.1
19810626,9.9,10.1,2.9
19810627,0.4,0.2,0.2
19810628,19.2,17.1,3.1
19810629,10.1,8.4,1.6
19810630,1.6,1.3,0.8
19810702,5.6,16.8,6.7
19810703,2.1,0.9,0.4
19810704,0.3,0.8,0.6
19810709,2.1,4.5,3.1
19810710,1.1,7.0,6.7
19810713,0.4,0.8,0.8
19810716,4.0,18.7,7.1
19810717,0.1,0.1,0.1
19810718,0.2,0.2,0.2
19810720,0.8,1.7,1.7
19810721,2.7,2.9,1.2
19810723,2.2,8.1,4.6
19810724,8.0,16.4,3.4
19810725,6.6,24.3,11.1
19810726,0.3,0.1,0.1
19810731,1.1,6.1,6.0
19810801,0.7,2.0,1.9
19810810,4.9,1.4,0.5
19810811,2.2,1.2,0.4
19810819,2.2,4.9,2.1
19810820,5.9,9.9,2.1
19810821,0.9,1.3,1.0
19810822,1.7,2.7,1.8
19810823,0.2,0.2,0.1
19810908,1.2,3.3,1.1
19810911,1.4,3.1,1.9
19810912,1.3,4.9,3.3
19810913,2.4,3.5,1.9
19810914,0.4,1.4,1.4
19810915,3.6,6.2,2.4
19810916,1.1,7.5,7.4
19810918,3.5,3.6,1.6
19810919,3.4,4.9,2.0
19810920,12.6,9.3,1.3
19810921,1.0,1.1,0.4
19810922,0.3,0.1,0.1
19810923,1.0,1.9,1.0
19810926,2.4,0.5,0.2
19810927,0.2,0.8,0.8
19811002,2.1,5.6,1.9
19811003,1.5,2.7,2.1
19811004,6.8,18.4,5.2
19811005,0.4,0.2,0.1
19811006,2.7,21.3,14.6
19811007,0.5,0.4,0.2
19811008,3.0,0.8,0.3
19811009,3.2,6.1,3.0
19811010,7.8,6.1,0.8
19811011,5.2,11.7,3.3
19811012,7.8,18.9,4.0
19811013,7.2,14.7,2.7
19811014,0.1,0.2,0.2
19811017,8.7,7.9,1.6
19811018,0.5,1.3,1.2
19811019,6.5,3.9,1.3
19811020,14.4,18.6,3.7
19811021,1.1,2.9,1.8
19811022,7.0,22.7,4.2
19811024,0.4,0.7,0.7
19811025,3.9,5.5,1.3
19811027,0.3,0.4,0.2
19811028,2.5,3.4,1.9
19811029,4.8,8.3,2.4
19811030,2.6,3.5,0.8
19811031,2.0,2.2,0.6
19811101,0.6,0.7,0.3
19811104,3.8,2.6,1.3
19811105,0.2,0.1,0.1
19811110,5.1,2.4,0.8
19811111,7.2,3.7,1.0
19811113,1.4,3.3,1.7
19811114,0.4,0.4,0.2
19811117,3.7,5.4,2.2
19811118,7.3,8.6,1.7
19811119,3.0,1.5,0.9
19811120,1.8,1.7,0.7
19811121,2.4,1.5,0.5
19811123,1.1,2.8,2.6
19811124,1.0,2.2,0.8
19811125,3.2,5.6,1.4
19811126,0.7,0.4,0.2
19811127,5.7,6.5,1.3
19811128,3.3,5.4,1.3
19811129,2.5,4.5,1.6
19811130,8.9,12.8,2.1
19811201,0.7,0.6,0.4
19811202,0.9,0.4,0.2
19811203,1.1,0.6,0.2
19811204,10.4,19.0,3.9
19811205,1.5,2.5,0.6
19811206,5.9,8.7,2.2
19811207,3.3,5.1,3.0
19811208,5.6,4.9,1.9
19811209,4.8,9.6,4.3
19811210,1.4,1.6,1.1
19811211,4.6,3.5,1.1
19811212,0.6,1.3,1.2
19811214,10.1,9.3,2.0
19811219,0.2,0.2,0.1
19811221,4.3,3.0,1.1
19811222,1.6,2.3,0.6
19811225,0.6,0.8,0.4
19811229,5.5,5.7,1.4
19811230,3.0,2.5,0.9
19811231,3.8,5.6,1.4
19820101,3.1,1.6,0.6
19820102,8.2,3.5,1.3
19820103,1.5,2.1,2.0
19820104,3.7,4.5,1.4
19820105,8.4,10.7,2.9
19820106,0.4,0.2,0.1
19820120,0.5,0.1,0.1
19820121,1.3,0.5,0.3
19820122,1.9,1.6,1.1
19820125,10.2,3.8,1.4
19820126,8.2,6.4,1.8
19820127,4.4,2.8,1.0
19820129,8.8,3.7,1.2
19820130,3.0,3.0,1.8
19820131,2.7,0.8,0.5
19820206,5.0,3.4,1.4
19820207,11.3,4.4,0.9
19820208,3.9,0.8,0.2
19820211,1.4,1.4,1.3
19820212,1.4,0.7,0.6
19820213,3.0,1.6,0.7
19820214,2.3,0.8,0.4
19820228,3.8,1.7,0.6
19820301,3.5,4.9,2.4
19820302,1.0,0.1,0.1
19820303,11.5,17.1,2.8
19820304,4.3,3.1,1.0
19820305,0.1,0.1,0.1
19820310,12.5,14.9,2.3
19820311,0.3,0.1,0.1
19820312,4.9,5.0,1.5
19820313,1.8,2.4,1.1
19820316,3.9,6.6,2.1
19820317,1.5,4.0,1.4
19820318,0.4,0.9,0.5
19820319,0.7,0.7,0.2
19820320,1.8,0.2,0.1
19820329,4.4,3.2,0.8
19820402,2.1,0.7,0.4
19820406,2.2,1.3,1.0
19820407,9.4,6.2,0.9
19820408,5.2,3.1,1.6
19820409,1.0,1.7,1.0
19820410,1.0,1.6,0.7
19820411,1.4,2.2,0.4
19820412,0.7,2.0,0.6
19820413,0.3,0.4,0.3
19820423,0.4,0.4,0.3
19820424,0.2,0.4,0.4
19820426,0.8,0.2,0.1
19820427,0.7,0.1,0.1
19820429,1.0,1.3,0.8
19820430,7.9,4.1,1.1
19820501,5.3,5.7,1.8
19820502,0.5,0.2,0.2
19820503,1.9,0.8,0.4
19820504,0.5,0.1,0.1
19820505,1.4,0.3,0.2
19820506,7.9,4.6,1.2
19820507,1.1,1.3,0.8
19820516,0.6,0.1,0.1
19820519,0.3,0.5,0.5
19820520,8.5,7.5,2.2
19820521,0.6,1.8,0.8
19820522,2.3,2.0,0.8
19820523,2.5,1.0,0.3
19820527,0.4,4.4,4.1
19820602,2.5,5.4,2.7
19820607,0.5,1.7,1.3
19820611,0.7,0.6,0.5
19820612,0.3,0.4,0.2
19820613,4.9,3.4,1.1
19820614,0.3,0.3,0.3
19820616,5.9,7.2,3.1
19820618,2.4,5.1,3.1
19820619,8.2,32.1,6.3
19820622,3.1,9.9,4.0
19820623,2.2,9.1,3.2
19820624,5.1,4.2,1.3
19820626,0.8,3.3,3.2
19820627,0.7,0.3,0.2
19820628,0.4,0.6,0.4
19820629,1.2,3.8,1.6
19820701,2.3,0.4,0.2
19820703,0.2,0.5,0.5
19820714,0.2,0.1,0.1
19820715,1.8,20.3,8.4
19820727,2.3,1.4,0.7
19820731,0.3,1.6,1.6
19820805,3.8,3.2,2.4
19820808,1.0,0.2,0.2
19820809,1.0,1.2,1.1
19820810,0.9,1.4,0.8
19820813,1.4,3.7,2.2
19820814,0.5,0.2,0.2
19820815,2.9,4.5,4.1
19820817,1.5,7.7,4.4
19820818,3.3,4.6,2.1
19820819,0.2,0.1,0.1
19820820,3.3,8.6,3.5
19820821,0.6,0.2,0.2
19820823,1.2,2.0,1.5
19820824,7.0,4.0,1.7
19820825,1.2,1.8,1.6
19820826,0.5,0.2,0.2
19820827,0.2,1.2,1.2
19820828,0.1,0.1,0.1
19820830,0.3,0.6,0.6
19820831,0.6,1.7,1.4
19820901,2.5,1.8,1.3
19820902,1.3,1.8,1.1
19820905,0.2,0.4,0.4
19820920,0.3,1.9,1.6
19820921,2.4,5.9,3.0
19820923,3.0,2.4,0.7
19820925,5.4,4.9,2.5
19820926,2.4,2.9,2.2
19820930,5.9,1.6,0.6
19821005,4.4,5.5,2.4
19821007,8.1,15.4,3.3
19821008,3.6,16.2,6.8
19821009,8.2,14.0,5.0
19821010,9.6,26.1,5.7
19821011,3.7,1.2,0.5
19821012,2.9,0.8,0.3
19821013,5.7,7.4,3.9
19821014,2.4,2.0,0.5
19821015,5.4,5.5,1.2
19821016,1.1,0.4,0.3
19821017,3.5,1.4,0.6
19821018,2.1,3.2,1.8
19821019,1.0,0.2,0.1
19821021,4.3,2.3,0.7
19821022,1.0,0.1,0.1
19821023,6.7,2.5,0.6
19821108,5.1,5.2,1.8
19821110,2.8,1.1,0.5
19821112,3.1,4.5,2.2
19821113,0.9,0.8,0.4
19821114,5.4,3.3,1.0
19821115,8.0,7.8,2.2
19821116,4.4,4.5,1.6
19821117,7.2,7.0,2.0
19821118,5.7,7.4,1.8
19821119,0.5,3.0,2.9
19821120,0.8,1.3,1.2
19821122,5.7,9.7,3.2
19821123,4.0,2.3,0.9
19821125,5.3,2.2,0.6
19821126,0.4,1.4,0.7
19821205,5.5,4.8,1.3
19821206,2.4,0.6,0.2
19821207,3.0,4.6,2.8
19821208,0.2,0.1,0.1
19821209,5.8,10.5,3.3
19821210,6.8,9.5,1.7
19821211,3.0,7.5,2.3
19821214,0.9,0.3,0.3
19821215,4.4,1.4,0.4
19821216,1.6,3.1,2.5
19821217,5.6,4.1,2.1
19821218,1.1,1.5,0.9
19821219,3.8,8.6,4.1
19821220,1.1,1.7,1.6
19821221,8.7,9.0,2.6
19821222,6.2,4.4,1.2
19821223,0.1,0.2,0.2
19821224,2.8,0.3,0.1
19821225,0.5,0.1,0.1
19821226,0.8,0.1,0.1
19821227,0.9,0.4,0.2
19821228,0.2,0.2,0.1
19830101,3.7,1.5,1.0
19830103,15.6,20.9,2.3
19830104,9.0,12.0,2.9
19830105,3.1,2.6,1.1
19830106,3.3,2.2,0.7
19830107,0.1,0.1,0.1
19830108,1.0,0.4,0.2
19830109,3.6,4.6,1.4
19830110,0.8,0.2,0.2
19830113,5.8,3.6,0.9
19830114,7.4,10.1,1.9
19830115,6.1,5.4,1.4
19830118,0.5,1.4,0.8
19830119,0.9,1.6,0.6
19830125,8.7,4.7,1.3
19830126,0.8,0.1,0.1
19830127,0.8,0.3,0.3
19830128,3.9,6.1,2.7
19830130,3.7,5.8,1.7
19830131,9.4,11.0,1.9
19830201,5.9,6.9,2.1
19830202,3.9,8.8,2.5
19830203,1.4,2.9,2.0
19830205,8.6,10.7,2.9
19830206,4.1,3.3,1.1
19830207,1.9,0.8,0.4
19830208,1.4,0.2,0.1
19830209,1.3,0.3,0.2
19830225,1.4,0.3,0.2
19830226,2.5,2.2,1.0
19830227,6.8,7.2,1.7
19830228,1.1,0.6,0.4
19830301,0.7,1.2,1.2
19830314,2.1,7.8,3.2
19830317,7.1,4.7,2.7
19830318,2.5,1.6,0.5
19830319,10.8,8.0,1.8
19830320,4.6,3.9,0.9
19830321,3.0,4.4,3.2
